Latitude	Longitude	B02	B03	B04	B05	B06	B08	B11	B12	clase
4.948571531588857	-73.82357048528846	0.0219	0.029	0.0255	0.0486	0.1144	0.148	0.1103	0.0636	vegetacion
4.948570094920442	-73.82276211364729	0.0223	0.0298	0.0259	0.0499	0.1178	0.1428	0.1137	0.0664	vegetacion
4.94856865726573	-73.82195374224376	0.021	0.0305	0.0208	0.0483	0.138	0.1568	0.0994	0.0539	vegetacion
4.948567218624718	-73.82114537107809	0.0199	0.0284	0.0199	0.0475	0.1372	0.1769	0.0937	0.0498	vegetacion
4.947766961578714	-73.82518865333724	0.0242	0.0328	0.0241	0.0508	0.1361	0.1784	0.1122	0.0629	vegetacion
4.947765527118121	-73.82438028220052	0.0192	0.0262	0.0196	0.0448	0.132	0.1588	0.0907	0.0476	vegetacion
4.947764091671387	-73.82357191130116	0.0187	0.0259	0.0193	0.0454	0.1315	0.1935	0.0908	0.0473	vegetacion
4.947762655238512	-73.8227635406393	0.0206	0.0279	0.0202	0.046	0.134	0.138	0.0946	0.051	vegetacion
4.947761217819499	-73.8219551702151	0.0204	0.032	0.0253	0.0574	0.1378	0.1641	0.1083	0.0598	vegetacion
4.946962386663416	-73.82680681818252	0.0366	0.0523	0.0523	0.0832	0.1457	0.1858	0.1565	0.1006	vegetacion
4.946960954410002	-73.82599844755077	0.0306	0.0438	0.0406	0.07	0.1396	0.1537	0.1399	0.0869	vegetacion
4.946959521170605	-73.82519007715605	0.0217	0.03	0.022	0.0488	0.1305	0.1547	0.1027	0.0555	vegetacion
4.946958086945227	-73.82438170699848	0.0194	0.0269	0.0207	0.0457	0.1242	0.1672	0.0943	0.0515	vegetacion
4.94695665173387	-73.82357333707829	0.0232	0.0314	0.0218	0.0498	0.1497	0.1596	0.1031	0.0554	vegetacion
4.9469552155365335	-73.82276496739559	0.0246	0.0349	0.0263	0.0591	0.1423	0.1956	0.1156	0.0647	vegetacion
4.946154945765323	-73.82680823980809	0.0148	0.0196	0.0198	0.0389	0.1	0.1821	0.0777	0.0421	vegetacion
4.9461535137468005	-73.82599987015533	0.0184	0.0256	0.023	0.0489	0.1208	0.1611	0.0986	0.0545	vegetacion
4.946152080742456	-73.8251915007396	0.0233	0.0362	0.0295	0.0658	0.1404	0.1758	0.1272	0.0736	vegetacion
4.946150646752293	-73.82438313156105	0.021	0.035	0.025	0.0629	0.1499	0.1641	0.1176	0.0658	vegetacion
4.946149211776311	-73.82357476261984	0.0265	0.0382	0.036	0.0679	0.1308	0.1894	0.1449	0.0927	vegetacion
4.945346073063558	-73.82600129252481	0.0181	0.0297	0.0202	0.0537	0.1378	0.1602	0.0971	0.0526	vegetacion
4.945344640294266	-73.82519292408792	0.0161	0.0235	0.0169	0.0424	0.1186	0.1851	0.0831	0.0446	vegetacion
4.945343206539317	-73.8243845558882	0.0187	0.0305	0.0209	0.0549	0.1457	0.1897	0.1015	0.054	vegetacion
4.944538632360281	-73.8260027146592	0.049	0.0708	0.0743	0.1037	0.1666	0.1466	0.1718	0.1161	vegetacion
4.919572462115609	-73.86323044892588	0.0156	0.0219	0.0213	0.0437	0.1013	0.1391	0.0893	0.0512	vegetacion
4.919571081971459	-73.86242210099466	0.0168	0.0231	0.0235	0.0465	0.1031	0.1389	0.0968	0.056	vegetacion
4.9187663890722915	-73.86404016594295	0.0141	0.0219	0.0192	0.0494	0.1358	0.1969	0.087	0.0428	vegetacion
4.918765010136126	-73.86323181875584	0.0147	0.0214	0.021	0.0452	0.1139	0.1311	0.0902	0.0502	vegetacion
4.918763630219572	-73.8624234717982	0.0183	0.0245	0.0242	0.0466	0.1096	0.1266	0.1035	0.0579	vegetacion
4.917958936845468	-73.86404153457191	0.0181	0.0264	0.0269	0.0506	0.1138	0.1357	0.1059	0.0611	vegetacion
4.917957558136737	-73.86323318835821	0.0189	0.0278	0.0292	0.0497	0.0996	0.1699	0.1134	0.0674	vegetacion
4.91795617844778	-73.86242484237395	0.0155	0.0211	0.0234	0.0438	0.095	0.1254	0.0987	0.0568	vegetacion
4.917150106117448	-73.86323455773297	0.0163	0.0237	0.0219	0.0442	0.0996	0.1234	0.1006	0.0586	vegetacion
4.917148726656085	-73.86242621272196	0.0154	0.0215	0.0215	0.0408	0.0981	0.1225	0.0963	0.054	vegetacion
4.916342654078261	-73.86323592688015	0.0144	0.0204	0.0204	0.0404	0.0965	0.1278	0.0906	0.0528	vegetacion
4.916341274844492	-73.86242758284222	0.015	0.0211	0.0226	0.0417	0.0928	0.1426	0.0974	0.0559	vegetacion
4.915533823013005	-73.86242895273472	0.0113	0.0166	0.0151	0.0349	0.094	0.1332	0.076	0.0403	vegetacion
5.024611617179883	-73.90428300291734	0.0188	0.0316	0.0204	0.0575	0.146	0.1751	0.1171	0.0631	vegetacion
5.024610258525726	-73.90347451554133	0.0195	0.0329	0.0209	0.0589	0.1516	0.19	0.117	0.0628	vegetacion
5.023805513852307	-73.90509283822273	0.0229	0.0384	0.0271	0.0682	0.1581	0.1888	0.1241	0.0693	vegetacion
5.023804156419047	-73.90428435162008	0.0207	0.0356	0.023	0.0641	0.1576	0.1893	0.1117	0.0594	vegetacion
5.023802797984306	-73.90347586523875	0.0283	0.0411	0.0359	0.0703	0.1423	0.1749	0.1472	0.0905	vegetacion
5.023801438548084	-73.90266737907889	0.0202	0.0307	0.0195	0.0541	0.1409	0.1755	0.0961	0.0508	vegetacion
5.022999409064605	-73.90590267154076	0.0232	0.0374	0.0291	0.0677	0.1514	0.1727	0.1258	0.0715	vegetacion
5.022998052851919	-73.90509418571145	0.0202	0.0347	0.0232	0.0627	0.1574	0.1827	0.1101	0.0579	vegetacion
5.022996695637913	-73.90428570010332	0.0208	0.0363	0.024	0.0656	0.164	0.2037	0.1139	0.0604	vegetacion
5.022995337422586	-73.90347721471649	0.0196	0.0297	0.021	0.0508	0.1255	0.1838	0.1028	0.0563	vegetacion
5.022993978205941	-73.90266872955114	0.0212	0.0344	0.0213	0.06	0.1506	0.1484	0.1063	0.0563	vegetacion
5.022193302817264	-73.90671250287173	0.0235	0.0375	0.0297	0.0684	0.1559	0.1727	0.1283	0.0718	vegetacion
5.022191947824831	-73.90590401781577	0.0188	0.0323	0.0211	0.0601	0.1572	0.196	0.1038	0.0533	vegetacion
5.022190591831236	-73.90509553298082	0.021	0.0349	0.0246	0.0628	0.1586	0.1909	0.1127	0.062	vegetacion
5.022189234836483	-73.90428704836702	0.0246	0.0364	0.0306	0.0656	0.1416	0.1885	0.1264	0.0758	vegetacion
5.02218787684057	-73.90347856397455	0.0182	0.0304	0.0182	0.0532	0.1409	0.1707	0.0949	0.0468	vegetacion
