Latitude	Longitude	B02	B03	B04	B05	B06	B08	B11	B12	clase
4.9348650042945845	-73.83491169053558	0.0888	0.1212	0.159	0.1865	0.2237	0.1951	0.2996	0.2733	urbano
4.934863585400127	-73.83410333221087	0.0753	0.1027	0.1414	0.1737	0.2206	0.2717	0.2797	0.2378	urbano
4.937278802463065	-73.83005730012896	0.0503	0.0862	0.0712	0.1295	0.2901	0.335	0.2515	0.1526	urbano
4.937277376964489	-73.82924894028818	0.0791	0.1048	0.1589	0.1988	0.2575	0.3234	0.3577	0.3121	urbano
4.937275950481866	-73.82844058068376	0.0729	0.1034	0.1201	0.167	0.2578	0.2822	0.2733	0.2103	urbano
4.936469935122466	-73.82925035616357	0.0649	0.1002	0.0922	0.1396	0.2734	0.3853	0.2397	0.1532	urbano
4.936468508874243	-73.8284419975362	0.0585	0.0943	0.0847	0.1437	0.287	0.2533	0.2658	0.1721	urbano
5.047067298668417	-73.81692681180458	0.1845	0.188	0.1873	0.2123	0.2848	0.3439	0.2873	0.2068	urbano
5.046261335324074	-73.81773676422513	0.149	0.1499	0.1369	0.1686	0.2834	0.3287	0.2021	0.1165	urbano
5.046259863110358	-73.81692827456034	0.1461	0.1615	0.1655	0.2014	0.2739	0.2656	0.3189	0.2272	urbano
4.9816075002495745	-73.78551671472256	1.0481	0.9717	0.9179	0.9488	0.9068	0.8401	0.6484	0.5545	nube
4.980800072403007	-73.7855181967332	1.0766	1.0403	1.0234	1.0775	1.0533	1.0723	0.7132	0.5769	nube
4.980798579654032	-73.78470979713616	1.0881	1.0507	1.0328	1.0862	1.0563	1.0761	0.7469	0.6293	nube
4.980797085912357	-73.78390139778452	0.9751	0.9592	0.9483	0.9968	0.9734	1.0248	0.6805	0.5563	nube
4.980795591177984	-73.78309299867844	0.8371	0.8263	0.8295	0.8841	0.875	0.9451	0.6114	0.5105	nube
4.980794095450913	-73.78228459981808	0.9636	0.9279	0.9052	0.9517	0.9267	0.8025	0.6671	0.5512	nube
4.980792598731147	-73.7814762012036	0.9556	0.9178	0.9	0.952	0.9351	0.8713	0.691	0.6092	nube
4.97998965853207	-73.78390288152335	0.7938	0.8037	0.8192	0.8806	0.8856	1.0136	0.6182	0.5306	nube
4.979988164041181	-73.78309448340299	0.8709	0.8329	0.809	0.8392	0.8122	0.7383	0.5133	0.4131	nube
4.979986668557757	-73.78228608552836	0.9846	0.9529	0.9341	0.9812	0.9571	0.8833	0.6732	0.5552	nube
4.979985172081798	-73.7814776878996	1.0441	1.0046	0.9737	1.0161	0.9807	0.877	0.7052	0.5773	nube
4.979179241644393	-73.78228757099473	0.9868	0.9369	0.9002	0.9393	0.9085	0.8096	0.6359	0.5164	nube
5.004333643142622	-73.8509586082975	0.8627	0.8342	0.8109	0.8562	0.8397	0.7352	0.7306	0.6445	nube
5.0043322241351555	-73.8501501607055	0.8712	0.8581	0.848	0.8976	0.8859	0.8896	0.7845	0.6963	nube
5.004330804130184	-73.84934171334571	0.6704	0.6503	0.6354	0.677	0.6787	0.7391	0.5916	0.5074	nube
5.004329383127707	-73.84853326621831	0.8014	0.7841	0.776	0.827	0.8228	0.7473	0.7394	0.6605	nube
5.003527614482876	-73.85176846372441	0.69	0.6653	0.6469	0.6892	0.6894	0.6926	0.6141	0.5325	nube
5.003526196702838	-73.85096001689088	0.8432	0.8259	0.8154	0.8657	0.8586	0.8376	0.7563	0.6749	nube
5.00352477792545	-73.8501515702894	0.7687	0.7616	0.765	0.8286	0.8362	0.8873	0.7506	0.6681	nube
5.0373707075136025	-73.81290195938755	0.5466	0.5381	0.5217	0.5607	0.5783	0.5347	0.5444	0.4989	nube
5.037369231879515	-73.81209348213793	0.5747	0.578	0.5712	0.6189	0.6403	0.6353	0.6302	0.6005	nube
5.036564747288955	-73.81371190077672	0.4309	0.4428	0.4458	0.4979	0.538	0.493	0.5388	0.5204	nube
5.036563272896481	-73.81290342428443	0.4674	0.4724	0.4762	0.528	0.564	0.6004	0.5559	0.5323	nube
5.042967419781308	-73.78297794287904	0.592	0.6005	0.5831	0.6413	0.7164	0.4942	0.7436	0.6319	nube
5.042965905291765	-73.78216946763243	1.0367	1.0199	0.9971	1.0867	1.152	0.9543	1.1887	1.1208	nube
5.042159994209989	-73.7829794463745	0.9545	0.9097	0.8637	0.93	0.9926	0.829	0.963	0.8524	nube
5.042158479964136	-73.78217097212608	1.3464	1.2984	1.248	1.3097	1.3133	1.5102	1.2874	1.2355	nube
5.041352568618217	-73.78298094962612	1.0666	1.0206	0.9706	1.0213	1.0374	1.0532	0.9857	0.8764	nube
5.041351054616053	-73.7821724763757	0.9573	0.9619	0.9556	1.035	1.066	1.7165	1.0553	1.0302	nube
5.040546655759805	-73.78379092513231	0.7547	0.7791	0.7803	0.8729	0.9584	0.6527	0.9444	0.9035	nube
4.901857368224527	-73.89236043995595	0.0549	0.0817	0.0945	0.1378	0.1891	0.2029	0.3061	0.2056	roca
4.901051246488491	-73.89317010381866	0.0565	0.0863	0.1011	0.1448	0.199	0.2354	0.32	0.2167	roca
4.9010499077225385	-73.89236176985801	0.0466	0.0715	0.0783	0.1233	0.1798	0.2214	0.2914	0.1947	roca
4.901048567979709	-73.89155343612093	0.0515	0.0735	0.0866	0.1257	0.1668	0.1961	0.3124	0.2155	roca
4.900242447200736	-73.89236309953833	0.0502	0.0724	0.0873	0.1235	0.1606	0.2167	0.3179	0.2227	roca
4.900241107679669	-73.89155476677114	0.0498	0.0742	0.0873	0.1255	0.1704	0.2049	0.3102	0.2146	roca
4.892146327027119	-73.87944324184792	0.0409	0.0611	0.0745	0.1049	0.1547	0.2003	0.2453	0.1636	roca
4.892144974122235	-73.87863492236973	0.0478	0.0682	0.089	0.116	0.1474	0.167	0.2743	0.1894	roca
4.931718508900748	-73.88341901217487	0.0439	0.0655	0.0665	0.1047	0.184	0.2308	0.2134	0.133	roca
